试卷名,编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
2011-北京,10-B-0,该图的制作与应用借助于	全球定位系统确定事故的位置,ed-ori,,,8,,该 图 的 制作 与 应用 借助 于 全球定位系统 确定 事故 的 位置,该 图 的 制作 与 应用 借助 于 全球 定位 系统 确定 事故 的 位置,DT NN DEG NN CC NN VV P term VV NN DEG NN,,实体信息陈述_0（该图的制作与应用，借助于，全球定位系统确定事故的位置）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（全球定位系统，确定，事故的位置））,,,实体信息陈述,实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 全球定位系统 确定 事故 的 位置,该 图 的 制作 与 应用 借助于 全球定位系统 确定 事故 的 位置,DT NN DEG NN CC NN VV term VV NN DEG NN,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VV 借助) (NP (DNP (PP (P 于) (NP (CP (IP (NP (NN 全球定位系统)) (VP (VV 确定)))) (NP (NN 事故)))) (DEG 的)) (NP (NN 位置))))) )
2011-北京,10-B-1,该图的制作与应用借助于	全球定位系统预测交通流量,ed-mod,,,8,,该 图 的 制作 与 应用 借助 于 全球定位系统 预测 交通 流量,该 图 的 制作 与 应用 借助 于 全球 定位 系统 预测 交通 流量,DT NN DEG NN CC NN VV P term VV NN NN,,实体信息陈述_0（该图的制作与应用，借助于，全球定位系统预测交通流量）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（全球定位系统，预测，交通流量））,,,实体信息陈述,实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 全球定位系统 预测 交通 流量,该 图 的 制作 与 应用 借助于 全球定位系统 预测 交通 流量,DT NN DEG NN CC NN VV term VV NN NN,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VV 借助) (VP (PP (P 于) (NP (NN 全球定位系统))) (VP (VV 预测) (NP (NN 交通) (NN 流量)))))) )
2011-北京,10-C,该图的制作与应用借助于	地理信息系统查询事故频次，分析出警最优路径,y,,,8,,该 图 的 制作 与 应用 借助 于 地理信息系统 查询 事故 频次 ， 分析 出警 最优 路径,该 图 的 制作 与 应用 借助 于 地理 信息 系统 查询 事故 频次 ， 分析 出警 最优 路径,DT NN DEG NN CC NN VV P term VV NN NN PU VV VV JJ NN,,实体信息陈述_0（该图的制作与应用，借助于，地理信息系统查询事故频次和分析出警最优路径）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（地理信息系统，查询，事故频次）实体信息陈述_2（地理信息系统，分析，出警最优路径））,,,实体信息陈述,实体信息陈述 实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 地理信息系统 查询 事故 频次 ， 分析 出警 最优 路径,该 图 的 制作 与 应用 借助于 地理信息系统 查询 事故 频次 ， 分析 出警 最优 路径,DT NN DEG NN CC NN VV term VV NN NN PU VV VV JJ NN,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VP (VV 借助) (VP (PP (P 于) (NP (NN 地理信息系统))) (VP (VV 查询) (NP (NN 事故) (NN 频次))))) (PU ，) (VP (VV 分析) (VP (VV 出警) (NP (ADJP (JJ 最优)) (NP (NN 路径))))))) )
2011-北京,10-C-0,该图的制作与应用借助于	地理信息系统查询事故频次,ed-ori,,,8,,该 图 的 制作 与 应用 借助 于 地理信息系统 查询 事故 频次,该 图 的 制作 与 应用 借助 于 地理 信息 系统 查询 事故 频次,DT NN DEG NN CC NN VV P term VV NN NN,,实体信息陈述_0（该图的制作与应用，借助于，地理信息系统查询事故频次）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（地理信息系统，查询，事故频次））,,,实体信息陈述,实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 地理信息系统 查询 事故 频次,该 图 的 制作 与 应用 借助于 地理信息系统 查询 事故 频次,DT NN DEG NN CC NN VV term VV NN VA,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VV 借助) (VP (PP (P 于) (NP (NN 地理信息系统))) (VP (VV 查询) (NP (NN 事故) (NN 频次)))))) )
2011-北京,10-C-1,该图的制作与应用借助于	地理信息系统分析出警最优路径,ed-mod,,,8,,该 图 的 制作 与 应用 借助 于 地理信息系统 分析 出警 最优 路径,该 图 的 制作 与 应用 借助 于 地理 信息 系统 分析 出警 最优 路径,DT NN DEG NN CC NN VV P term VV VV JJ NN,,实体信息陈述_0（该图的制作与应用，借助于，地理信息系统分析出警最优路径）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（地理信息系统，分析，出警最优路径））,,,实体信息陈述,实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 地理信息系统 分析 出警 最优 路径,该 图 的 制作 与 应用 借助于 地理信息系统 分析 出警 最优 路径,DT NN DEG NN CC NN VV term VV VV JJ NN,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VV 借助) (VP (PP (P 于) (NP (NN 地理信息系统))) (VP (VP (VV 分析)) (VP (VV 出警) (NP (ADJP (JJ 最优)) (NP (NN 路径)))))))) )
2011年北京市西城区高三第一学期期末考试,16-C,图示两区域	河流以雨水补给为主，流量稳定,y,,,,,图示 两 区域 河流 以 雨水 补给 为主 ， 流量 稳定,图示 两 区域 河流 以 雨水 补给 为主 ， 流量 稳定,VV CD NN NN P NN NN VV PU NN VA,,一般陈述_0（图示两区域河流以雨水补给为主）一般陈述_1（图示两区域河流流量稳定）,一般陈述_0（图示两区域河流以雨水补给为主）一般陈述_1（图示两区域河流流量稳定）,,,一般陈述 一般陈述,一般陈述 一般陈述,,,图示 两 区域 河流 以 雨水补给 为主 ， 流量 稳定,图示 两 区域 河流 以 雨水补给 为主 ， 流量 稳定,NN CD NN NN P NN VV VV PU VV NN,( (IP (IP (IP (VP (VV 图示) (NP (NP (QP (CD 两)) (NP (NN 区域))) (NP (NN 河流))))) (VP (PP (P 以) (NP (NN 雨水) (NN 补给))) (VP (VV 为主)))) (PU ，) (IP (NP (NN 流量)) (VP (VA 稳定)))) )
2011年北京市西城区高三第一学期期末考试,16-C-0,图示两区域	河流以雨水补给为主,ed-ori,,,,,图示 两 区域 河流 以 雨水 补给 为 主,图示 两 区域 河流 以 雨水 补给 为 主,VV CD NN NN P NN NN VV NN,,一般陈述_0（图示两区域河流以雨水补给为主）,一般陈述_0（图示两区域河流以雨水补给为主）,,,一般陈述,一般陈述,,,图示 两 区域 河流 以 雨水补给 为 主,图示 两 区域 河流 以 雨水补给 为 主,NN CD NN NN P NN VV VV NN,( (IP (NP (NP (NP (VV 图示)) (QP (CD 两)) (NP (NN 区域))) (NP (NN 河流))) (VP (PP (P 以) (NP (NN 雨水) (NN 补给))) (VP (VV 为) (NP (NN 主))))) )
2011年北京市西城区高三第一学期期末考试,16-C-1,图示两区域	河流流量稳定,ed-mod,,,,,图示 两 区域 河流 流量 稳定,图示 两 区域 河流 流量 稳定,VV CD NN NN NN VA,,一般陈述_0（图示两区域河流流量稳定）,一般陈述_0（图示两区域河流流量稳定）,,,一般陈述,一般陈述,,,图示 两 区域 河流 流量 稳定,图示 两 区域 河流 流量 稳定,NN CD NN NN NN NN,( (IP (VP (VV 图示) (NP (NP (QP (CD 两)) (NP (NN 区域))) (NP (NN 河流))) (IP (NP (NN 流量)) (VP (VA 稳定))))) )
2012-北京,1-A,在7、8月份，伦敦比北京	气温高，日较差大,y,1,3 5,,,在 7、8月份 ， 伦敦 比 北京 气温 高 ， 日较差 大,在 7 、 8月份 ， 伦敦 比 北京 气温 高 ， 日较差 大,P time PU loc P loc NN VA PU NN VA,,时间限定_0（在7、8月份）比较_1（伦敦，北京，气温，高）比较_2（伦敦，北京，气温日较差，大）,时间限定_0（在7、8月份）比较_1（伦敦，北京，气温，高）比较_2（伦敦，北京，气温日较差，大）,1_4-7 2_4-10,1_4-7 2_4-10,时间限定 比较,时间限定 比较,1,5,在 7、8月份 ， 伦敦 比 北京 气温 高 ， 日较差 大,在 7 、 8月份 ， 伦敦 比 北京 气温 高 ， 日较差 大,P time PU loc P loc NN VA PU NR JJ,( (IP (PP (P 在) (NP (NT 7、8月份))) (PU ，) (IP (NP (NR 伦敦)) (VP (PP (P 比) (NP (NR 北京) (NN 气温))) (VP (VA 高)))) (PU ，) (IP (NP (NN 日较差)) (VP (VA 大)))) )
2012-北京,1-A-0,在7、8月份，伦敦比北京	气温高,ed-ori,1,3 5,,,在 7、8月份 ， 伦敦 比 北京 气温 高,在 7 、 8月份 ， 伦敦 比 北京 气温 高,P time PU loc P loc NN VA,,时间限定_0（在7、8月份）比较_1（伦敦，北京，气温，高）,时间限定_0（在7、8月份）比较_1（伦敦，北京，气温，高）,1_4-7,1_4-7,时间限定 比较,时间限定 比较,1,5,在 7、8月份 ， 伦敦 比 北京 气温 高,在 7 、 8月份 ， 伦敦 比 北京 气温 高,P time PU loc P loc NN VA,( (IP (PP (P 在) (NP (NT 7、8月份))) (PU ，) (NP (NR 伦敦)) (VP (PP (P 比) (NP (NR 北京) (NN 气温))) (VP (VA 高)))) )
2012-北京,1-A-1,在7、8月份，伦敦比北京	气温日较差大,ed-mod,1,3 5,,,在 7、8月份 ， 伦敦 比 北京 气温 日较差 大,在 7 、 8月份 ， 伦敦 比 北京 气温 日较差 大,P time PU loc P loc NN NN VA,,时间限定_0（在7、8月份）比较_1（伦敦，北京，气温日较差，大）,时间限定_0（在7、8月份）比较_1（伦敦，北京，气温日较差，大）,1_4-8,1_4-8,时间限定 比较,时间限定 比较,1,5,在 7、8月份 ， 伦敦 比 北京 气温日较差 大,在 7 、 8月份 ， 伦敦 比 北京 气温日较差 大,P time PU loc P loc VV NR JJ,( (IP (PP (P 在) (NP (NT 7、8月份))) (PU ，) (NP (NR 伦敦)) (VP (PP (P 比) (NP (NP (NR 北京)) (NP (NN 气温) (NN 日较差)))) (VP (VA 大)))) )
2012-北京,2-B,英国	西部海岸线曲折，珊瑚礁发育好,y,,0,,,英国西部 海岸线 曲折 ， 珊瑚礁 发育 好,英国 西部 海岸线 曲折 ， 珊瑚礁 发育 好,loc NN VA PU NN VV VA,,实体信息陈述_0（英国，西部海岸线，曲折）实体信息陈述_1（英国，西部海岸珊瑚礁发育，好）,实体信息陈述_0（英国，西部海岸线，曲折）实体信息陈述_1（英国，西部海岸珊瑚礁发育，好）,,,实体信息陈述 实体信息陈述,实体信息陈述 实体信息陈述,,,英国 西部 海岸线 曲折 ， 珊瑚礁 发育 好,英国 西部 海岸线 曲折 ， 珊瑚礁 发育 好,loc NN VA PU NN VV VA,( (IP (IP (NP (NP (NR 英国西部)) (NP (NN 海岸线))) (VP (VA 曲折))) (PU ，) (IP (NP (NN 珊瑚礁)) (VP (VRD (VV 发育) (VA 好))))) )
2012-北京,2-B-0,英国	西部海岸线曲折,ed-ori,,0,,,英国西部 海岸线 曲折,英国 西部 海岸线 曲折,loc NN VA,,实体信息陈述_0（英国，西部海岸线，曲折）,实体信息陈述_0（英国，西部海岸线，曲折）,,,实体信息陈述,实体信息陈述,,,英国 西部 海岸线 曲折,英国 西部 海岸线 曲折,loc NN VA,( (IP (NP (NP (NR 英国西部)) (NP (NN 海岸线))) (VP (VA 曲折))) )
2012-北京,2-B-1,英国	西部海岸珊瑚礁发育好,ed-mod,,0,,,英国西部 海岸 珊瑚礁 发育 好,英国 西部 海岸 珊瑚礁 发育 好,loc NN NN VV VA,,实体信息陈述_0（英国，西部海岸珊瑚礁发育，好）,实体信息陈述_0（英国，西部海岸珊瑚礁发育，好）,,,实体信息陈述,实体信息陈述,,,英国 西部 海岸 珊瑚礁 发育 好,英国 西部 海岸 珊瑚礁 发育 好,loc NN NN VV VA,( (IP (NP (NP (NR 英国西部) (NN 海岸)) (NP (NN 珊瑚礁))) (VP (VRD (VV 发育) (VA 好)))) )
2012-北京,2-D,英国	多数河流短，含沙少，无结冰期,y,,0,9,,英国 多数 河流 短 ， 含沙 少 ， 无 结冰期,英国 多数 河流 短 ， 含沙 少 ， 无 结冰期,loc CD NN VA PU NN VA PU VE term,,实体信息陈述_0（英国多数河流，#，短）实体信息陈述_1（英国多数河流，含沙，少）实体信息陈述_2（英国多数河流，结冰期，无）,实体信息陈述_0（英国多数河流，#，短）实体信息陈述_1（英国多数河流，含沙，少）实体信息陈述_2（英国多数河流，结冰期，无）,,,实体信息陈述 实体信息陈述 实体信息陈述,实体信息陈述 实体信息陈述 实体信息陈述,,0,英国 多数 河流 短 ， 含沙 少 ， 无 结冰期,英国 多数 河流 短 ， 含沙 少 ， 无 结冰期,loc CD NN VA PU VV VA PU VE term,( (IP (IP (NP (NP (NR 英国)) (QP (CD 多数)) (NP (NN 河流))) (VP (VA 短))) (PU ，) (IP (NP (NN 含沙)) (VP (VA 少))) (PU ，) (IP (VP (VE 无) (NP (NN 结冰期))))) )
2012-北京,2-D-0,英国	多数河流短,ed-ori,,0,,,英国 多数 河流 短,英国 多数 河流 短,loc CD NN VA,,实体信息陈述_0（英国多数河流，#，短）,实体信息陈述_0（英国多数河流，#，短）,,,实体信息陈述,实体信息陈述,,0,英国 多数 河流 短,英国 多数 河流 短,loc CD NN VA,( (IP (NP (NP (NR 英国)) (QP (CD 多数)) (NP (NN 河流))) (VP (VA 短))) )
2012-北京,2-D-1,英国	多数河流含沙少,ed-mod,,0,,,英国 多数 河流 含沙 少,英国 多数 河流 含沙 少,loc CD NN NN VA,,实体信息陈述_0（英国多数河流，含沙，少）,实体信息陈述_0（英国多数河流，含沙，少）,,,实体信息陈述,实体信息陈述,,0,英国 多数 河流 含沙 少,英国 多数 河流 含沙 少,loc CD NN VV VA,( (IP (NP (NP (NR 英国)) (QP (CD 多数)) (NP (NN 河流))) (NP (NN 含沙)) (VP (VA 少))) )
2012-北京,2-D-2,英国	多数河流无结冰期,ed-mod,,0,4,,英国 多数 河流 无 结冰期,英国 多数 河流 无 结冰期,loc CD NN VE term,,实体信息陈述_0（英国多数河流，结冰期，无）,实体信息陈述_0（英国多数河流，结冰期，无）,,,实体信息陈述,实体信息陈述,,0,英国 多数 河流 无 结冰期,英国 多数 河流 无 结冰期,loc CD NN VE term,( (IP (NP (NP (NR 英国)) (QP (CD 多数)) (NP (NN 河流))) (VP (VE 无) (NP (NN 结冰期)))) )
2012-北京,4-B,图中所示山地	北坡热量条件差，林带上界比南坡低,y,,,,,图 中 所示 山地 北坡 热量 条件 差 ， 林带 上界 比 南坡 低,图 中 所示 山地 北坡 热量 条件 差 ， 林带 上界 比 南坡 低,NN LC VV NN NN NN NN VA PU NN NN P NN VA,,实体信息陈述_0（山地北坡，热量条件，差）比较_1（山地北坡，山地南坡，林带上界，低）,实体信息陈述_0（山地北坡，热量条件，差）比较_1（山地北坡，山地南坡，林带上界，低）,1_11-13,1_11-13,实体信息陈述 比较,实体信息陈述 比较,,,图 中 所示 山地 北坡 热量 条件 差 ， 林带 上界 比 南坡 低,图 中 所示 山地 北坡 热量 条件 差 ， 林带 上界 比 南坡 低,NN LC VV NN NR NN NN VA PU NN NN P NN VA,( (IP (LCP (NP (NN 图)) (LC 中)) (VP (VV 所示) (NP (NN 山地) (NN 北坡))) (PRN (IP (IP (NP (NN 热量) (NN 条件)) (VP (VA 差))) (PU ，) (IP (NP (NN 林带) (NN 上界)) (VP (PP (P 比) (NP (NN 南坡))) (VP (VA 低))))))) )
2012-北京,4-B-0,图中所示山地	北坡热量条件差,ed-ori,,,,,图 中 所示 山地 北坡 热量 条件 差,图 中 所示 山地 北坡 热量 条件 差,NN LC VV NN NN NN NN VA,,实体信息陈述_0（山地北坡，热量条件，差）,实体信息陈述_0（山地北坡，热量条件，差）,,,实体信息陈述,实体信息陈述,,,图 中 所示 山地 北坡 热量 条件 差,图 中 所示 山地 北坡 热量 条件 差,NN LC VV NN NR NN NN VA,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (IP (VP (VV 所示) (NP (NN 山地)))) (NP (NN 北坡))) (NP (NN 热量) (NN 条件)) (VP (VA 差))) )
2012-北京,4-B-1,图中所示山地	北坡林带上界比南坡低,ed-mod,,,5,,图 中 所示 山地 北坡 林带 上界 比 南坡 低,图 中 所示 山地 北坡 林带 上界 比 南坡 低,NN LC VV NN NN term NN P NN VA,,比较_0（山地北坡，山地南坡，林带上界，低）,比较_0（山地北坡，山地南坡，林带上界，低）,0_7-9,0_7-9,比较,比较,,,图 中 所示 山地 北坡 林带 上界 比 南坡 低,图 中 所示 山地 北坡 林带 上界 比 南坡 低,NN LC VV NN NR term NN P NN VA,( (IP (IP (LCP (NP (NN 图)) (LC 中)) (VP (VV 所示) (NP (NN 山地) (NN 北坡)))) (NP (NN 林带) (NN 上界)) (VP (PP (P 比) (NP (NN 南坡))) (VP (VA 低)))) )
2013-北京,2-A,东北平原	地势中间高，南北低,y,,0,,,东北平原 地势 中间 高 ， 南北 低,东北 平原 地势 中间 高 ， 南北 低,loc NN NN VA PU NN VA,,实体信息陈述_0（东北平原，地势，中间高）实体信息陈述_1（东北平原，地势，南北低）,实体信息陈述_0（东北平原，地势，中间高）实体信息陈述_1（东北平原，地势，南北低）,,,实体信息陈述 实体信息陈述,实体信息陈述 实体信息陈述,,,东 北平原 地势 中间 高 ， 南北 低,东北平原 地势 中间 高 ， 南北 低,loc NN NN VA PU NN VA,( (IP (NP (NP (NR 东北平原)) (NP (NN 地势))) (IP (IP (NP (NN 中间)) (VP (VA 高))) (PU ，) (IP (NP (NN 南北)) (VP (VA 低))))) )
2013-北京,2-A-0,东北平原	地势中间高,ed-ori,,0,,,东北平原 地势 中间 高,东北 平原 地势 中间 高,loc NN NN VA,,实体信息陈述_0（东北平原，地势，中间高）,实体信息陈述_0（东北平原，地势，中间高）,,,实体信息陈述,实体信息陈述,,,东 北平原 地势 中间 高,东北平原 地势 中间 高,loc NN NN VA,( (IP (NP (NP (NR 东北平原) (NN 地势)) (NP (NN 中间))) (VP (VA 高))) )
2013-北京,2-A-1,东北平原	地势南北低,ed-mod,,0,,,东北平原 地势 南北 低,东北 平原 地势 南北 低,loc NN NN VA,,实体信息陈述_0（东北平原，地势，南北低）,实体信息陈述_0（东北平原，地势，南北低）,,,实体信息陈述,实体信息陈述,,,东 北平原 地势 南北 低,东北平原 地势 南北 低,loc NN NN VA,( (IP (NP (NP (NR 东北平原) (NN 地势)) (NP (NN 南北))) (VP (VA 低))) )
2013-北京,2-C,东北平原	农业实行小农场经营，精耕细作,y,,0,,,东北平原 农业 实行 小 农场 经营 ， 精耕细作,东北 平原 农业 实行 小 农场 经营 ， 精耕细作,loc NN VV JJ NN NN PU VV,,实体信息陈述_0（东北平原农业，实行，小农场经营）实体信息陈述_1（东北平原农业，实行，精耕细作）,实体信息陈述_0（东北平原农业，实行，小农场经营）实体信息陈述_1（东北平原农业，实行，精耕细作）,,,实体信息陈述 实体信息陈述,实体信息陈述 实体信息陈述,,,东 北平原 农业 实行 小农场经营 ， 精耕 细作,东北平原 农业 实行 小农场经营 ， 精耕 细作,loc NN VV JJ NN NN PU VV VV,( (IP (NP (NP (NR 东北平原)) (NP (NN 农业))) (VP (VP (VV 实行) (NP (ADJP (JJ 小)) (NP (NN 农场) (NN 经营)))) (PU ，) (VP (VV 精耕细作)))) )
2013-北京,2-C-0,东北平原	农业实行小农场经营,ed-ori,,0,,,东北平原 农业 实行 小 农场 经营,东北 平原 农业 实行 小 农场 经营,loc NN VV JJ NN VV,,实体信息陈述_0（东北平原农业，实行，小农场经营）,实体信息陈述_0（东北平原农业，实行，小农场经营）,,,实体信息陈述,实体信息陈述,,,东 北平原 农业 实行 小农场经营,东北平原 农业 实行 小农场经营,loc NN VV JJ NN VV,( (IP (NP (NP (NR 东北平原)) (NP (NN 农业))) (VP (VV 实行) (IP (NP (ADJP (JJ 小)) (NP (NN 农场))) (VP (VV 经营))))) )
2013-北京,2-C-1,东北平原	农业精耕细作,ed-mod,,0,,,东北平原 农业 精耕细作,东北 平原 农业 精耕细作,loc NN VV,,实体信息陈述_0（东北平原农业，实行，精耕细作）,实体信息陈述_0（东北平原农业，实行，精耕细作）,,,实体信息陈述,实体信息陈述,,,东 北平原 农业 精耕 细作,东北平原 农业 精耕 细作,loc NN NN VA,( (IP (NP (NP (NR 东北平原)) (NP (NN 农业))) (VP (VV 精耕细作))) )
2014北京市东城区高考文综地理二模试题,6-A,1980～2000年该城市人口密度的变化表现在	甲区人口密度最高，增长速度最快,y,0,9,,,1980～2000年 该 城市 人口 密度 的 变化 表现 在 甲区 人口 密度 最 高 ， 增长 速度 最 快,1980 ～ 2000年 该 城市 人口 密度 的 变化 表现 在 甲区 人口 密度 最 高 ， 增长 速度 最 快,time DT NN NN NN DEG NN VV P loc NN NN AD VA PU NN NN AD VA,,趋势_0（城市人口密度，甲区人口密度最高）趋势_1（城市人口密度，甲区增长速度最快）,趋势_0（城市人口密度，最值_2（甲区，人口密度，高））趋势_1（城市人口密度，最值_3（甲区，增长速度，快））,0_6 1_6,0_6 1_6 2_12 3_17,趋势 趋势,趋势 趋势 最值,0,,1980～2000年 该 城市 人口 密度 的 变化 表现 在 甲区 人口 密度 最 高 ， 增长 速度 最 快,1980～ 2000年 该 城市 人口 密度 的 变化 表现 在 甲区 人口 密度 最 高 ， 增长 速度 最 快,time DT NN NN NN DEG NN VV P loc NN NN AD VA PU NN NN AD VA,( (IP (IP (IP (NP (NT 1980～2000年)) (NP (DNP (NP (NP (DP (DT 该)) (NP (NN 城市))) (NP (NN 人口) (NN 密度))) (DEG 的)) (NP (NN 变化))) (VP (VV 表现) (PP (P 在) (NP (NR 甲区))))) (NP (NN 人口) (NN 密度)) (VP (ADVP (AD 最)) (VP (VA 高)))) (PU ，) (NP (NN 增长) (NN 速度)) (VP (ADVP (AD 最)) (VP (VA 快)))) )
2014北京市东城区高考文综地理二模试题,6-A-0,1980～2000年该城市人口密度的变化表现在	甲区人口密度最高,ed-ori,0,9,,,1980～2000年 该 城市 人口 密度 的 变化 表现 在 甲区 人口 密度 最 高,1980 ～ 2000年 该 城市 人口 密度 的 变化 表现 在 甲区 人口 密度 最 高,time DT NN NN NN DEG NN VV P loc NN NN AD VA,,趋势_0（城市人口密度，甲区人口密度最高）,趋势_0（城市人口密度，最值_2（甲区，人口密度，高））,0_6,0_6 2_12,趋势,趋势 最值,0,,1980～2000年 该 城市 人口 密度 的 变化 表现 在 甲区 人口 密度 最 高,1980～ 2000年 该 城市 人口 密度 的 变化 表现 在 甲区 人口 密度 最 高,time DT NN NN NN DEG NN VV P loc NN NN AD JJ,( (IP (NP (NT 1980～2000年)) (NP (DNP (NP (NP (DP (DT 该)) (NP (NN 城市))) (NP (NN 人口) (NN 密度))) (DEG 的)) (NP (NN 变化))) (VP (VP (VV 表现) (PP (P 在) (NP (NP (NR 甲区)) (NP (NN 人口) (NN 密度))))) (VP (ADVP (AD 最)) (VP (VA 高))))) )
2014北京市东城区高考文综地理二模试题,6-A-1,1980～2000年该城市人口密度的变化表现在	甲区增长速度最快,ed-mod,0,9,,,1980～2000年 该 城市 人口 密度 的 变化 表现 在 甲区 增长 速度 最 快,1980 ～ 2000年 该 城市 人口 密度 的 变化 表现 在 甲区 增长 速度 最 快,time DT NN NN NN DEG NN VV P loc NN NN AD VA,,趋势_0（城市人口密度，甲区增长速度最快）,趋势_0（城市人口密度，最值_2（甲区，增长速度，最快））,0_6,0_6 2_12,趋势,趋势 最值,0,,1980～2000年 该 城市 人口 密度 的 变化 表现 在 甲区 增长 速度 最 快,1980～ 2000年 该 城市 人口 密度 的 变化 表现 在 甲区 增长 速度 最 快,time DT NN NN NN DEG NN VV P loc NN NN AD VA,( (IP (NP (NT 1980～2000年)) (NP (DNP (NP (NP (DP (DT 该)) (NP (NN 城市))) (NP (NN 人口) (NN 密度))) (DEG 的)) (NP (NN 变化))) (VP (VP (VV 表现) (PP (P 在) (NP (NP (NR 甲区)) (NP (NN 增长) (NN 速度))))) (VP (ADVP (AD 最)) (VP (VA 快))))) )
2014北京市丰台区高考文综地理二模试题,9-A,图8中	地势南部高北部低，东部高西部低,y,,,,,图8 中 地势 南部 高 北部 低 ， 东部 高 西部 低,图8 中 地势 南部 高 北部 低 ， 东部 高 西部 低,NN LC NN NN VA NN VA PU NN VA NN VA,,,,,,,,,10,图8 中 地势 南部 高北部低 ， 东部 高 西部 低,图8 中 地势 南部 高北部低 ， 东部 高 西部 低,NN LC NN NN JJ NN VA PU NN JJ NN VA,( (IP (IP (LCP (NP (NN 图8)) (LC 中)) (IP (IP (NP (NN 地势) (NN 南部)) (VP (VA 高))) (IP (NP (NN 北部)) (VP (VA 低))))) (PU ，) (IP (NP (NN 东部)) (VP (VA 高))) (IP (NP (NN 西部)) (VP (VA 低)))) )
2014北京市丰台区高考文综地理二模试题,9-A-0,图8中	地势南部高北部低,ed-ori,,,,,图8 中 地势 南部 高 北部 低,图8 中 地势 南部 高 北部 低,NN LC NN NN VA NN VA,,,,,,,,,,图8 中 地势 南部 高 北部 低,图8 中 地势 南部 高 北部 低,NN LC NN NN JJ NN VA,( (IP (IP (LCP (NP (NN 图8)) (LC 中)) (NP (NN 地势) (NN 南部)) (VP (VA 高))) (NP (NN 北部)) (VP (VA 低))) )
2014北京市丰台区高考文综地理二模试题,9-A-1,图8中	地势东部高西部低,ed-mod,,,,,图8 中 地势 东部 高 西部 低,图8 中 地势 东部 高 西部 低,NN LC NN NN VA NN VA,,,,,,,,,5,图8 中 地势 东部 高 西部 低,图8 中 地势 东部 高 西部 低,NN LC NN NN JJ NN VA,( (IP (IP (LCP (NP (NN 图8)) (LC 中)) (NP (NN 地势) (NN 东部)) (VP (VA 高))) (NP (NN 西部)) (VP (VA 低))) )
2014北京市朝阳区高考文综地理二模试题,1-A,图l中，圣若阿金地区	终年受赤道低压带控制，降水多,y,,4,7,,图 l 中 ， 圣若阿金地区 终年 受 赤道低压带 控制 ， 降水 多,图 l 中 ， 圣若阿金 地区 终年 受 赤道 低压 带 控制 ， 降水 多,NN NN LC PU loc AD VV term NN PU NN VA,,一般陈述_0（图l中，圣若阿金地区 终年受赤道低压带控制）实体信息陈述_1（圣若阿金地区，降水，多）,一般陈述_0（图l中，圣若阿金地区 终年受赤道低压带控制）实体信息陈述_1（圣若阿金地区，降水，多）,,,一般陈述 实体信息陈述,一般陈述 实体信息陈述,,,图 l 中 ， 圣若 阿金 地区 终年 受 赤道低压带 控制 ， 降水 多,图 l 中 ， 圣若 阿金 地区 终年 受 赤道低压带 控制 ， 降水 多,NN NN LC PU loc AD VV term NN PU VV VA,( (IP (IP (LCP (NP (NN 图) (NN l)) (LC 中)) (PU ，) (NP (NR 圣若阿金地区)) (VP (ADVP (AD 终年)) (VP (VV 受) (NP (NN 赤道低压带) (NN 控制))))) (PU ，) (IP (NP (NN 降水)) (VP (VA 多)))) )
